barcode,product_name,brands,categories,ingredients,energy_kcal,fat_g,saturated_fat_g,carbohydrates_g,sugars_g,fiber_g,protein_g,salt_g,sodium_g,nutriscore_grade,nutriscore_score,nova_group
8901725118921,tedha medha,bingo,Crisps,"CEREALS AND PULSES MIX {RICE GRITS, DEGERMED CORN GRITS, BENGAL GRAM GRITS, PEA GRITS), *EDIBLE VEGETABLE OIL AND SEASONING {ONION POWDER, SPICES AND CONDIMENTS, IODIZED SALT, MALTODEXTRIN, BLACK SALT FLAVOUR ENHANCERS (508, 635), ACIDITY REGULATORS (MALIC ACID, CITRIC ACID, TARTARIC ACID), TOMATO POWDER, SUGAR, HYDROLYZED VEGETABLE PROTEIN, GARLIC POWDER, NATURE IDENTICAL FLAVOURING SUBSTANCES AND NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES}. *TO KNOW THE SPECIFIC TYPE OF OIL USED, MATCH THE SYMBOL (^ OR AA WITH THE LAST CHARACTER OF BATCH NUMBER WHEREIN A DENOTES REFINED PALMOLEIN AND AA DENOTES REFINED RICE BRAN OIL. USED AS FLAVOURING AGENTS. CONTAINS SOY. MAY CONTAIN MILK, WHEAT, BARLEY. es DO NOT BUY THIS PACK IF FOUND TAMPERED WITH.",541,32.8,14.8,55.9,1.8,0,6.9,0,0,d,16,4 - Ultra processed food and drink products
8901491503037,American Style Cream & Onion 10rs,"Lay's, PepsiCo",Flavoured potato crisps,"Potato, Edible Vegetable Oil (Palmolein, Rice Bran Oil), *Seasoning (Sugar, Iodised Sat, _Milk_ Solids, ~Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking agent (551)). *As fiavouring agent. ~Contains Onion ALLERGEN ADVICE: Contains _Soy_, _Milk_ May Contain _Sulphite_",537,33.1,12.5,53,3.4,0,6.7,1.6075,0.643,e,24,4 - Ultra processed food and drink products
8901719135088,Monaco,Parle,Appetizers,,492,20.6,9.7,68.8,8.4,0,7.9,2.2275,0.891,e,28,
8410076601445,Nature valley crunchy,Nature Valley,"Cereal bars, barres-de-céréales, snacks-sucrés","Avoine complète (56%), sucre, huile de tournesol, beurre de cacahuètes (8%) (cacahuète, sel), morceaux de cacahuètes (2%), mélasse, miel. sel, poudre à lever: bicarbonate de sodium; émulsifiant: lécithine de tournesol.",479,20.7,2.4,59.8,25.6,6.6,10.2,0.89,0.356,d,14,4 - Ultra processed food and drink products
8901123001214,Lotte Choco Pie,Lotte,"Confectioneries, Biscuits, Treat","CHOCO COVERING (25%) [SUGAR, HYDROGENATED VEGETABLE FAT (PALM), COCOA SOLIDS, MILK SOLIDS. MULSIFIERS (322,476), ARTIFICIAL IDENTICAL FLAVOURING SUBSTANCE (VANILLA)], REFINED WHEAT FLOUR (MAIDA), SUGAR, LIQUID GLUCOSE, ENTERESTERIFIED & HYDROGENATED VEGETABLE FAT (PALM), HUMECTANTS (420, 422), RAISING AGENTS [500(ii), 503(ii)], MILK SOLIDS, DEXTROSE, PRESERVATIVES (202, 281), EDIBLE COMMON SALT, STABILIZERS (407, 406, 440, 401, 461, 415), ACIDITY REGULATOR [341(i)] AND ARTIFICIAL FLAVOURING SUBSTANCE (MILK). Allergen Information: Contains Wheat(Gluten),Milk & Soya.  Polyols may have laxative effects",433,17,13,66,37,0,4,0.625,0.185,e,28,4 - Ultra processed food and drink products
8901063019188,Little Hearts,Brotannica,Biscuits,,486,19.5,9.4,70,24,0,7.4,0,0,unknown,0,
8906010500047,masala masti,Balaji,Potato crisps,"potato 87%, edible vegetable oil, sugar, spices and condiments, edible common salt, black salt",539,29.5,14,56.9,5.5,8.5,7.4,1.9,0.76,e,21,3 - Processed foods
8901764175091,Fruit drink,Maaza,Confectioneries,"NGREDIENTS: WATER, MANGO PULP(11.5%), SUGAR, ACIDITY REGULATORS 030 33 STABILIZER (466), ANTIOXIDANT 300 ,SWEETENER (960), COLOUR (110), MANGO FLAVOURS NATURE-DENTICAL & ARTIFICIAL FLAVORING SUBSTANCES",44,0,0,11,10.7,0,0,0.0221,0.00884,c,3,4 - Ultra processed food and drink products
8901063014299,Britannia Vita Marie Gold Biscuits,Britannia Industries Ltd.,"Biscuits, Breakfast cereals","REFINED WHEAT FLOUR (MAIDA) (66%), SUGAR, REFINED PALM OIL, MILK PRODUCTS [MILK SOLIDS&SWESTENED CONDENSED PARTLY SKIMMED MILK, INVERT SUGAR SYRUP, RAISING AGENTS [503(m) & 500(i)], IODISED SALT, EMULSIFIERS [471 & 322(i)] ARTIFICIAL (MILK, BUTTER&VANILLA) FLAVOURING SUBSTANCES, VITAMINS, DOUGH CONDITIONER (223), MINERALS AND IMPROVER [110101 (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK, SOYA AND SULPHITE.",449,11.4,5.5,79.3,25.5,0,7.3,0.6375,0.255,e,20,4 - Ultra processed food and drink products
8901063139213,Brit bourbon 150g (sys),Britannia,Chocolate biscuits,"REFINED WHEAT FLOUR (MAIDA) SUGAR (33%) REFINED PALM OIL EDIBLE MAIZE STARCH COLOURS (150a. 150d. 122, 110, 133 & 102) COCOA SOLIDS (2.72) MILK SOLIDS RAISING AGENTS (500m) & 503@] EMULSIFIERS 471 & 322@] MILK CHOCOLATE (0.12) EMULSIFIER (3220))) NATURE IDENTICAL & ARTIFICIAL (VANILLA, CHOCOLATE MILK & MILKY COCOA) FLAVOURING SUBSTANCES IODISED SALT",493.5,20.3,10.1,72.7,37,0,5,0.2975,0.119,e,27,4 - Ultra processed food and drink products
8901063019201,8901063019201,Britannia,Biscuits,,486,19.5,9.4,70,24,0,7.4,0.7725,0.309,e,24,
8901491503020,Lays India's Magic Masala,Lay's,Flavoured potato crisps,"Potato (83%), Edible Vegetable Oil, *Seasoning (Spices and condiments, Maltodextrin, lodised Salt, Sugar, Flavour (Natural and Nature Identical Flavouring Substances), Edible Vegetable Oil (Sunflower Oil, Palm Oil), Flavour Enhancers (627, 631)).",531,33,14.9,51.9,1.6,0,6.6,1.6925,0.677,e,24,4 - Ultra processed food and drink products
8904004403725,Moong Dal,Haldiram's,"Salty snacks, Namkeen","Split Pulse Moong (Moong Dal) (77%), Refined Cotton Seed Oil & Edible Common Salt.",476,20.93,5.64,50.66,0,0,21.31,0.4,0.16,c,9,3 - Processed foods
8901262070546,Chocominis,Amul,"Chocolate Sculptures, Milk chocolate molds","Sugar, hydrogenated edible vegetable oil (palm kernel oil), milk solids, cocoa solids, emulsifiers (492, 322), artificial flavouring substances (cocoa, vanilla). Allergen Information: Contains milk.",526,29.3,28.3,61.1,56.6,0,5.3,0.15,0.06,e,31,4 - Ultra processed food and drink products
8901063029279,Jimjam,Britannia,Biscuits,"REFINED WHEAT FLOUR (MAIDA), SUGAR (24%), REFINED PALM OIL & INTERESTERIFIED VEGETABLE FAT, INVERT SUGAR SYRUP, DEXTROSE, MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED MILK), EDIBLE MAIZE STARCH, MALTODEXTRIN, FRUIT PRODUCTS (0.7%) (APPLE JUICE CONCENTRATE, BANANA POWDER & PLUM JUICE CONCENTRATE), IODISED SALT, EMULSIFIERS [322(i)& 471), RAISING AGENTS (503(ii) & 500(ii)], NATURE IDENTICAL AND ARTIFICIAL (MIXED FRUIT, VANILLA & BUTTER) FLAVOURING SUBSTANCES, ACIDITY REGULATORS [330 & 331 (iii)], GELLING AGENT (440) AND COLOUR (122)",483,19,9.5,73,33.5,0,5,0.535,0.214,e,26,4 - Ultra processed food and drink products
8906010504625,8906010504625,Gippi,"Crisps, Balaji","550 BAI ASCHEIN, IL RATED VEG SEASONINE TO COMMON SALT SUGAR ARN MEAL (63 (CONTAINS ONE OR MORE OF THE FOLLOWINGS MALTODI UNORTED VEGETABLE PER UN GARLIC, TOMATO CHILL IDENTICAL FLAVOURING SURED VEGETABLE PROTEIN (SOYA) FLANTICA NATURAL & NATURE EMULSIFIER (INS 471, INS 470), MILK SOLIDS (0.1%), PAPRIKA EXTRACT (INS 1600), FLAVOUR ENHANCER (INS 627, INS 631, (NS 621) ACIDITY REGULATOR (INS 330, INS 296, INS 334|| **AS FLAVOURING & SEASONING AGENT GLUTAMATE THE TORNADO FLAMIN' CHILLI MASALA CONTAINS ADDED MONSUM G NOT RECOMMENDED FOR INFANTS BELOW 12 MONTHS AND PRENOMEN. READY-TO-EAT SAVOURIES | PROPRIETARY FOOD | INDIAN SNACKS & SAVOURES NAMKEEN ALLERGEN ADVICE: CONTAINS SOY & MILK SOLIDS PRODUCT OF INDIA",502,24.5,11.4,62.1,7.9,0,6.9,2.4975,0.999,e,30,4 - Ultra processed food and drink products
80768258,健達奇趣蛋(女孩版),"Ferrero, Kinder",Chocolate candies,price 4.50,550,30,15,55,50,0,10,1.56,0.624,e,37,
8901725007102,Bingo,Itc,Potato crisps,"POTATO (60.0%), REFINED PALMOLEIN, SEASONING (IODIZED SALT, RED CHILLI POWDER (1.1%), MALTODEXTRIN, *SPICES AND CONDIMENTS, ONION POWDER, REFINED WHEAT FLOUR (MAIDA), NATURE IDENTICAL FLAVOURING SUBSTANCES, BLACK SALT, MILK SOLIDS, NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES, SUGAR, TOMATO POWDER, HYDROLYZED VEGETABLE PROTEIN, GARLIC POWDER AND FLAVOUR ENHANCER (INS 508)} AND IODIZED SALT. FUSED AS FLAVOURING AGENTS. CONTAINS SOY, MILK, WHEAT",531,33.4,14.2,50.5,1.5,0,7.1,2.0615,0.8246,e,26,4 - Ultra processed food and drink products
8901063142664,britannia,Britannia,Biscuits,"WHEAT FLOUR (ATTA) (65.5%), REFINED PALM OIL, SUGAR, WHEAT BRAN (2.6%), MALTODEXTRIN, MILK PRODUCTS [MILK SOLIDS & WHEY POWDER], INVERT SUGAR SYRUP, RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT, EMULSIFIERS [322(i) & 471], MALT EXTRACT, NATURE IDENTICAL & ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES AND DOUGH CONDITIONER [223].",483,20.8,10.3,68,12.7,6.7,9.3,0.905,0.362,e,19,4 - Ultra processed food and drink products
8906010502041,Bhel Mix,Balaji Wafers,Crisps,"EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN, CORN), CHICKPEA FLOUR, PUFFED RICE (27%), SUGAR, SPICES & CONDIMENTS 2% (CHILLI, CUMIN, CLOVE, CINNAMON, CORIANDER DRY MANGO, GINGER, CARDAMOM, BLACK PEPPER, MUSTARD, FENNEL, TURMERIC), EDIBLE COMMON SALT, DEHYDRATED VEGETABLE POWDER (GARLIC, LIME, GREEN CHILLI, ONION, TAMARIND), ACIDITY REGULATOR (INS 330), FLAVOUR ENHANCER (INS 635), ANTICAKING AGENT (INS 551), NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES (CHILLI, LIME). ALLERGEN ADVICE: CONTAINS MUSTARD.",538,27.5,12.8,60.2,4.4,6.1,9.5,1.9325,0.773,e,23,4 - Ultra processed food and drink products
8904004400694,Aloo Bhujia,Haldiram's,"Snacks, Potato preparations","Potato, Refined Palmolein Oil, Bengal Gram Flour (Besan), Potato Flakes, Potato Starch, Tapioca Starch, Tepary Beans (Moth Dal) Flour, lodised Salt, Red Chilli Powder, Black Salt, Acidity Regulator (INS 330), Black Pepper, Clove, Cardamom, Dried Ginger Powder, Dried Garlic Powder, Refined Sugar, Cumin Powder, Bay Leaves, Nutmeg, Cinnamon & Mint Leaves.",562,38.12,13.64,46.1,0.25,0.83,8.68,1.5621,0.62484,e,24,3 - Processed foods
8904071704527,Plantain Chips (Yellow Banana Chips),,Snacks,"Plantain Banana (64%), Edible Vegetable Oil (Palmolein), Rock Salt. INGREDIENTS: Banane plantain (64%), huile végétale comestible (palmoléine), sel gemme. المكونات : موز الموز (٦٤) ، زت نا صالح للأل (النخل) ، ملح صخري ergy Advice Product is packed in a factory that handles Peanuts, Tree Nuts, Milk, Wheat, Sesame, Mustard and Soya. produit est emballé dans une usine qui traite des arachides, es noix, du lait, du blé, du sésame, de la moutarde et du soja. يتم تعبئة هذا المنتج في مصنع يتعامل مع الفول السوداني والمكسرات والحليب والقمح والسمسم والخردل وفول الصويا.",535.714286,28.571429,10.714286,64.285714,0,3.571429,3.571429,2.196429,0.878571,e,23,
8906010500276,Balaji Wafers Shing Bhujia,Balaji Wafers,Appetizers,"PEANUT (63%), CHICKPEA FLOUR (13%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), CORN FLOUR, BLACK GRAM FLOUR SPICES & CONDIMENTS 2% (CHILLI, BLACK PEPPER, GINGER, DRY MANGO, CLOVE, CAROM SEEDS, TAMARIND), EDIBLE COMMON SALT, ACIDITY REGULATOR (INS 330).",640,47.4,12,26.5,2,0,20.3,1.995,0.798,e,26,3 - Processed foods
8901491103084,Green chutney style,Kurkure,"Appetizers, Botanas, Snacks salados","Cereal Products (57%) (Rice Meal (38%), Corn Meal (19%)), Edible Vegetable Oil (Palmolein), *Seasoning (~Spices & Condiments, lodised Salt, Sugar, Tamarind Powder, Flavour (Natural, Nature Identical and Artificial (Spearmint) Flavouring Substances), Maltodextrin, Acidity Regulator (330), Emulsifier (414), Color (160c), Flavour Enhancers (627, 631)), Gram Meal (6%). *As flavouring agent. ~Contains Onion and Garlic enhances 627,631",561,34.7,15.6,56.3,2.1,0,5.9,2.3975,0.959,e,27,4 - Ultra processed food and drink products
8901491100533,Chilli Chatka 20rs,Kurkure,"Crisps, Crispy biscuits","Rice meal (43.2%), edible vegetable oil (palmolein oil), corn meal (20.0%), gram meal (3.3%), spices and condiments (chilli powder, onion powder, fennel powder, ajwain powder, cumin powder, garlic powder, coriander powder, black pepper powder, spice extract, fenugreek powder), sugar, salt, citric acid (330).",562,35.1,15.8,55.8,2,0,5.6,1.8075,0.723,e,25,3 - Processed foods
8901491503013,Yellow Salted Lays,Lay's,Potato crisps in sunflower oil,"Potato, edible vegetable oil (palmolein rice bran oil), lodised salt",553,35.1,15.8,52.6,0.6,0,6.7,0,0,unknown,0,3 - Processed foods
8906010500894,Chataka pataka,Balaji Wafers,Puff pastry appetizers,,546,31.6,15,57.4,3,2.8,6.6,1622.5,0.649,e,36,
8906010500030,Malasa Masti,Balaji Wafers,"Potato crisps, Wafers","POTATO (87%), EDIBLE VEGETABLE OIL (PALMOLEIN), SUGAR, SPICES & CONDIMENTS 1% (CHILLI, DRY MANGO, CORIANDER, CUMIN, BLACK PEPPER, GINGER, CLOVE), EDIBLE COMMON SALT, BLACK SALT",539,29.5,14,56.9,5.2,8.5,7.4,1.9,0.76,e,21,3 - Processed foods
8901725016296,Dark Fantasy Bourbon Biscuit,Sunfeast,Chocolate biscuits,"MAIDA (REFINED WHEAT FLOUR), SUGAR (35.0%), REFINED PALM OIL, COLOURS (150a, 150c, 150d, 129), STARCH, COCOA SOLIDS (1.8%), RAISING AGENTS [503(ii), 500(ii), 450(i)], ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA, CHOCOLATE), EMULSIFIERS [MONO AND DIGLYCERIDES OF FATTY ACIDS (FROM PALM OIL), LECITHIN (SOY), POLYSORBATE 60 (FROM PALM)], IODIZED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE), PLAIN CHOCOLATE (0.01%).",469,17.9,8.9,72.3,38.4,0,5.9,0.1375,0.055,e,24,4 - Ultra processed food and drink products
0070970474088,Chewy spicy candies,"Hot Tamales, Hot Tamale",Candies,"Sugar, corn syrup, modified food starch, contains less than 0.5% of the following ingredients; fumaric acid, natural and artificial flavors, sodium citrate, dextrin, citric acid, malic acid, artificial color, confectioners glaze, red #40, carnauba wax, medium chain triglycerides, yellow #5 (tartrazine), yellow #6, blue #1.",350,0,0,90,62.5,0,0,0.1875,0.075,e,19,4 - Ultra processed food and drink products
4000417224002,Ritter Sport Noir Noisettes Entières,Ritter Sport,Dark chocolates with hazelnuts,"Sucre, pâte de cacao, _noisettes_, beurre de cacao, beurre concentré (_lait_), émulsifiant : lécithine (de _soja_), arôme naturel.",577,40,16,40,37,0,8.2,0.012192,0.004877,e,27,4 - Ultra processed food and drink products
8992760221028,17000725 Oreo Original (Vanilla),BABYMONSTER OREO,Chocolate sandwich cookies,"wheat  flour, sugar, non-hydrogenated vegetable oil (palm), cocoa powder, fructose syrup, sodium bicarbonate (ins500), ammonium bicarbonate (ins503), corn starch, salt,  soy  lecithin (ins322), vanilla flavor,",471.014493,21.73913,9.057971,72.463768,39.855072,3.623188,3.623188,1.268116,0.507246,e,31,4 - Ultra processed food and drink products
8000500347508,Kinder Cards 3шт,Kinder,"Confectioneries, Chocolate biscuits","LOSSIPULBER (28%), suhkur, palmiõli, NISUJAHU (15,5%), vähendatud rasvasisaldusega kakaopulber (4%), päevalilleõli, emulgaator: letsitiinid (SOJA), sool, kergitusaine (naatriumvesinikkarbonaat), vanilliin. Võib sisaldada SARAPUUPÄHKLEID.",510,26.3,13.5,55.9,42.9,0,11.5,0.445,0.178,e,30,4 - Ultra processed food and drink products
8904004407617,Taka-tak,Haldiram's,Crisps,,551,34.06,14.44,55.2,1.5,0,5.99,1.369,0.5476,e,22,
8901262071864,99% Cacao Ultimate Dark Chocolate,Amul,Dark chocolate bar,"Cocoa solids, emulsifiers (322,476). Nutritional Information 12 servings per container CACAO ULTIMATE DARK CHOCOLATE Serving size 10 g Amount per 100 g % RDA* Energy (kcal) 522 3% Total Fat (g) 40.8 6% Saturated Fat (g) 23.1 10% Trans Fat (g) 0.0 0% Cholesterol (mg) 0 Carbohydrate (g) 28.4 Total Sugars (g) 1.2 Added Sugars (g) 0.0 0% Protein (g) 14.7 Sodium (mg) 60 0% #RDA stands for Recommended Dietary Allowance per serving * Average values Chocolate Indulgence It's the pinnacle of dark chocolate that Contains 99% cacao sourced from some of the finest cocoa producing regions of the world. This is pure bliss for the true chocolate connoisseur. Manufactured by: Kaira District Co-operative Milk Producers' Union Ltd., Anand 388 001, Gujarat, India. At Food Complex Mogar, Mogar-388 340, India. Lic. No. 10014021001010. Marketed by: Gujarat Co-operative Milk Marketing Federation Ltd., Anand - 388 001, Gujarat, India. Website: www.amul.com fssai Lic. No. 10012021000071 We appreciate your feedback. Contact our Customer Care Executive at: 1800 258 3333 (Toll free) [6 AM-9PM] customercare@amul.coop 2 GCMMF Ltd., Anand - 388 001 Follow us on: f/amul.coop, @amul coop, famul india To know more about AMUL, please point your device here. Net Weight: 125 g STORE IN COOL, DRY AND HYGIENIC PLACE. AFTER OPENING, REFRIGERATE AND USE THE CONTENT WITHIN 2 MONTHS OR EXPIRY DATE, WHICHEVER IS EARLIER. Important: Temperature and humidity shocks may cause white layer without affecting quality of product for consumption. For MRP (incl. of all taxes), Date of Packaging (Pkd.) & Expiry (Exp.), Batch No. (BN), see below. #160.00 Fkd. 08 MAY/2 EXP 07 MAY 2 BN. :KIL1283 Amul The Taste of Ledia 8 901262 071864",552,40.8,23.1,28.4,1.2,0,14.7,0.15,0.06,d,16,
8901063162648,Britannia Marie Gold,Britannia,Biscuits,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS [503 & 500(i)], 10DISED SALT, MINERALS**, ARTIFICIAL (MILK & VANILLA) & NATURE IDENTICAL FLAVOURING SUBSTANCES, EMULSIFIER (472e), DOUGH CONDITIONER (223), VITAMINS, COLOUR (150d) AND IMPROVER (1101(i)). (Numbers in brackets as per International Numbering System)",445,10.6,5.1,79.5,21.2,0,7.9,0.79,0.316,e,19,4 - Ultra processed food and drink products
8906010501198,Crunchem Pizzy Masala,Balaji,"Crisps, Chips","POTATO (88%), EDIBLE VEGETABLE OIL (PALMOLEIN), SUGAR EDIBLE COMMON SALT, DEHYDRATED VEGETABLE POWDER 0.6% (ONION, GARLIC, TOMATO), MILK SOLIDS (WHEY (0.1%) SPICES & CONDIMENTS (CHILLI, PEPPER, OREGANO), PARSLEY ANTICAKING AGENT (INS 551, INS 414), NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES (PIZZA). PROPRIETARY FOOD POTATO WAFERS INDIAN SNACKS & SAVOURIES ALLERGEN ADVICE: CONTAINS MILK SOLID",575,37.8,18.1,47.4,2.3,7,7.7,1960,784,e,33,4 - Ultra processed food and drink products
8906009079165,Unibic Choco Chip Cookies,Unibic,Chocolate chip cookies,"Refined Wheat Flour (Maida), Chocolate Chips (21%) [Sugar, Cocoa Solids, Cocoa Butter, Dextrose, Emulsifiers (INS 322 from Soy, INS 476)], Sugar, Edible Vegetable Oil (Palm), Desiccated Coconut, Butter, Milk Solids, Leavening Agents (INS 503 i INS 500 i), Emulsifier (INS 322 from Soy), lodised Salt, Artificial Flavouring Substance (Vanillin). Allergen Advice: Contains Wheat, Milk and Soy. May contain traces of Nut.",471,19.5,12.2,68,29,0,5.8,0.5325,0.213,e,25,4 - Ultra processed food and drink products
8906010450021,Budhani Bros Potato Wafers,Budhani Bros,"Crisps, Chips, Plain salted Chips","Potatoes, Refined Palmolien Oil, Edible Peanut Oil, Iodized Salt.",548.2,35,10,47.75,0.5,0,8.48,1.775,0.71,e,23,3 - Processed foods
8886467124723,Pringles sour cream 40g,,Stacked extruded potato crisps,,541,30.9,15,57.6,3.2,1.5,5,1.605,0.642,e,24,
80135890,Kinder joy boy,Ferrero,"Chocolate candies, Easter eggs, Hollow chocolate eggs",,550,32,14.5,56.5,51,0,8.2,0.318,0.1272,e,31,
8904004405415,Haldiram's Soan Papdi (indian Sweets),Haldiram's,"Pastries, Candies, Indian sweets","Refined Sugar, Refined Wheat Flour (Maida), Refined Palmolein Oil, Bengal Gram Flour (Besan), Hydrogenated Vegetable Oil (Vanaspati), Liquid Glucose, Cardamom, Almond & Pistachio Nuts. Allergen: Contains Almonds, Pistachios & Wheat May Contains Coconut, Cashew, Milk, Soy, Peanut & Sesame Seed.",490,23.06,13.8,63.35,46.06,0,5.33,8,3.2,e,49,4 - Ultra processed food and drink products
8901719101038,Parle - G,Parle,Biscuits,,460.992908,12.411348,6.205674,78.014184,24.822695,1.77305,7.092199,0.753546,0.301418,e,21,
8904071700024,Salt-n-Pepper Banana Chips,Chheda's,"Crisps, Nuts, Dried bananas, Banana chip","INGREDIENTS: Banana (60%), Vegetable Oil (Palmolein), Spices (Black Pepper Powder, Coriander Powder, Salt, Mango Powder). INGRÉDIENTS: Banane (60%), huile végétale (palmoléine), épices (poudre de poivre noir,poudre de coriandre, sel, poudre de mangue). مكونات موز (٦٠٪) ، زيت نباتي (نخيل)، بهارات مسحوق) فلفل أسود، مسحوق الكزبرة، الملح، مسحوق المانجو). Allergy Advice: This product is packed in a factory that handles peanuts, nuts, milk, wheat, sesame, soya and mustard. INDIA",552,35.6,16.6,55,0,2,2.9,0.87,0.348,e,20,
8901058861921,Milky bar,Nestlé,"Chocolate candies, Milk chocolate bar","Milk solids (35%), Sugar, Hydrogenated vegetable fats, Fractionated vegetable fat, Emulsifier (Soya lecithin) and Nature-Identical flavouring substance.",524,30,28.7,50.1,40.9,0,11.1,0.29275,0.117,e,28,4 - Ultra processed food and drink products
8886467122446,Pringles - South African Style Periperi Flavour,Pringles,Stacked extruded potato crisps,"Dried Potato (44%), Edible Vegetable Oil (Palm Oil), Corn Flour, Starch, Peri Peri Seasoning (6.5%) [Maltodextrin, Salt, Sugar, Flavouring Substances (Natural & Nature Identical), Vegetable Powder (5%) (Garlic), Vinegar, Spices (Red Chilli Pepper (3%), Cumin), Acidity Regulator (INS 296), Flavour Enhancer (INS 635), Anticaking Agents (INS 341(iii), 551), Spice Extracts (0.6%) (Green Chilli, Garlic, Paprika), Herb Extract (Oregano)], Emulsifier (INS 471), Maltodextrin, Acidity",522,28.5,15,61.5,2,0,5.2,1.48,0.592,e,23,4 - Ultra processed food and drink products
8906009531533,Choco Classic Bar,Max Protein,Protein Energy Bars,"Protein Blend (29%) (Soy Nuggets, Whey Protein Concentrate, Soy Concentrate), Brown Rice Syrup (Liquid Glucose), Milk Compound (19%) (Sugar, Edible Vegetable Oil (Hydrogenated Vegetable Oil), Milk Solids, Cocoa Solids, Emulsifier (Soy Lecithin), Vanilla Flavours), Dietary Fiber (9%) (Fructooligosaccharide, Chicory Root Fiber), Edible Vegetable Oil (Hydrogenated Vegetable Oil), Almonds (5.5%), Whole Grain Rolled Oats (4.5%), Raisins (4%), Cashew Nut (3%), Humectant (Glycerine), Dextrose Monohydrate, Flaxseeds, Tribasic Calcium Phosphate, Fructose, Soy Protein Isolate, Emulsifier (Soy Lecithin), Binding Agent (Guar Gum), Salt and Citric Acid, Antioxidants (Vitamin C), Added Vitamins and Minerals",412,15.8,5.8,53.6,15.8,8,20,0.695,0.278,not-applicable,0,4 - Ultra processed food and drink products
